"N°","Date debut","Date fin","Emplacement","Campagne","Commune","Zone","Format","Regie","Latitude","Longitude"
"4594","11-02-2024","10-03-2024","Orange village sens Orange CI ==> Hotel du golf  COCODY ROUTE DU GOLF FACE ORANGE","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Cameleon ","5.331713","-3.970319"
"4595","11-02-2024","10-03-2024","Orange village sens Sol beni ==> Orange CI","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ODYSEE","5.331828","-3.9689"
"4596","11-02-2024","10-03-2024","Riviera 3 Phcie St Pierre les Rosées direction CFR Blaise Pascal","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.353696","-3.956686"
"4597","11-02-2024","10-03-2024"," FACE CAP NORD AU ROND POINT DE LA PHARMACIE STE FAMILLE","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.355373","-3.967076"
"4598","11-02-2024","10-03-2024","Carrefour Ste Marie direction Eglise ST JEAN","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.335334","-3.997646"
"4599","11-02-2024","10-03-2024","AVANT LE ROND POINT DU SIÈGE ORANGE SENS GOLF HÔTEL FACE OCI","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Génération régie","5.3317183","-3.9709833"
"4600","11-02-2024","10-03-2024","BLD LATRILLE PLANÈTE BMW FACE ANGRE -FACE 1","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MEDIAWAYS","5.358475","-4.000908"
"4601","11-02-2024","10-03-2024","Après pharmacie synacaci sens aller akouédo face pharmacie synacaci","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3466533","-3.9442083"
"4602","11-02-2024","10-03-2024","RIVIERA 2 Sens université - mosquée AN Nour ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.35027","-3.981802"
"4603","11-02-2024","10-03-2024","Voie après nuit de Saïgon direction attoban avant antenne permis de construire ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.372402","-3.986096"
"4604","11-02-2024","10-03-2024","Akouedo extension carrefour en T aller les cités ATCI et lauriers 8,9,10 - face Akouédo","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.363511","-3.936858"
"4605","11-02-2024","10-03-2024","Galerie Santa Maria dos BHCI sens aller les perles côté droit. F1","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.383291","-3.993235"
"4606","11-02-2024","10-03-2024","Face au nouveau pont reliant la 7e et la 8e tranche","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.3907043","-3.9845189"
"4607","11-02-2024","10-03-2024","Jules vernes nouvelle cité face carrefour jules vernes","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3681723","-3.9222018"
"4608","11-02-2024","10-03-2024","Au feu du carrefour la vie en allant a Angré face de gauche	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MEDIAWAYS","5.349196","-4.002529"
"4609","11-02-2024","10-03-2024","Bld de France collège moderne Cocody face maison du parti","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MEDIAWAYS","5.33467","-3.993874"
"4610","11-02-2024","10-03-2024","Carrefour marie rose guiro en venant des rosiers (2) ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.3709351","-3.9580614"
"4611","11-02-2024","10-03-2024","RIVIERA BOUNOUMIN AXE ABIJAN MOLLE - BELLE COTE","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.362137","-3.968178"
"4612","11-02-2024","10-03-2024","Carrefour abatta sens aller cité sir carrefour abatta","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3738067","-3.9294417"
"4613","11-02-2024","10-03-2024","Cité SIR Ephrata sens retour cité sir dans le virage face château d'eau ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.384296","-3.932438"
"4614","11-02-2024","10-03-2024","Ancien camp sens akouedo","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3596075","-3.9411223"
"4615","11-02-2024","10-03-2024","Angré 8e tranche venant du CHU","Victoire éléphants","Cocody","Grand Abidjan","12 M²","SIGNATURE SARL","5.402677","-3.974815"
"4616","11-02-2024","10-03-2024","Feu de la la pharmacie clémentine en allant au château face droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","SIGNATURE SARL","5.4041512","-3.9559474"
"4617","11-02-2024","10-03-2024","sur l axe du lycée americain face de droite en allant au rond point rond point du camp Akouedo face de droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MEDIAWAYS","5.3489619","-3.9502913"
"4618","11-02-2024","10-03-2024","Axe CIAD-EDEN avant le virage face pharmacie EDEN ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.328303","-3.942827"
"4619","11-02-2024","10-03-2024","Rue des jardins - Cash Center","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.365865","-3.989786"
"4620","11-02-2024","10-03-2024","Axe du golf sens carrefour M'pouto - hôtel du Golf après résidence Hamed Bassam face Mpouto	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.33136","-3.958574"
"4621","11-02-2024","10-03-2024","Axe du Golf hotel avant hotel du Golf face Residence présidentielle**","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.331782","-3.963132"
"4622","11-02-2024","10-03-2024","Riviera 4 axe carrefour Mpouto-Riviera 3, carrefour AFFI","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3409083333333","-3.952445"
"4623","11-02-2024","10-03-2024","Riviera golf, pharmacie les Elias ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3453678","-3.9774779"
"4624","11-02-2024","10-03-2024","Route d Attoban cipharm face Riviera (face église)","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.3705498","-3.9814692"
"4625","11-02-2024","10-03-2024","Axe mosquée Riviera 2/ École de police face mosquée DF n°1","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.349275","-3.98515"
"4626","11-02-2024","10-03-2024","sens AB center pour aller au village Abatta face de droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ELITE SERVICES PLUS","5.3495641","-3.9239428"
"4627","11-02-2024","10-03-2024","Axe Blokauss - banque mondiale face Blokauss","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.327957","-4.001174"
"4628","11-02-2024","10-03-2024","Pharmacie clementine	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ELITE SERVICES PLUS","5.4060919","-3.9568001"
"4629","11-02-2024","10-03-2024","Bld Latrille, au niveau de la RTI , sens carrefour Sodemi-Carrefour de l'Eglise St Jean","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3434916666667","-4.00295"
"4630","11-02-2024","10-03-2024","Devant Playce palmeraie","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MANDINGO","5.3716438","-3.9335505"
"4631","11-02-2024","10-03-2024","à 100 m feu de petro ivoire Angré en allant au terminus 81/82	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MANDINGO","5.4041566666667","-3.9879"
"4632","11-02-2024","10-03-2024","Lycée technique - clinique la providence - début de pont - face centre ccial ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.34832","-4.009331"
"4633","11-02-2024","10-03-2024","Cocody Faya, route de la cité sir, entre de la cité BNETP, direction pharmacie EPHRATA et cité SIR","Victoire éléphants","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.379182","-3.930899"
"4634","11-02-2024","10-03-2024","Bld mittérand près de socoprix face rond point palmeraie","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3629315","-3.9557817"
"4635","11-02-2024","10-03-2024","Carrefour hôtel ivoire","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.3283983","-4.0048217"
"4636","11-02-2024","10-03-2024","Après clinique Saints Justine, sens aller terminus 81&82 face cité belle vue","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3981281","-3.9702965"
"4637","11-02-2024","10-03-2024","Mitterrand supermarché CDCI face 9 kilo","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.357904","-3.965219"
"4638","11-02-2024","10-03-2024","ROND-POINT COLLÈGE ST VIATEUR SENS NOUVEAU CHU ANGRÉ , DEVANT PHCIE ST VIATEUR","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.384593","-3.955826"
"4639","11-02-2024","10-03-2024","Axe pont soro face carrefour Fred et Popée","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3912933333333","-3.9825633333333"
"4640","11-02-2024","10-03-2024","Carrefour duncan face regardant st jean face de droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.37679","-3.9980683333333"
"4641","11-02-2024","10-03-2024","Chateau face angré extension","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.411721","-3.9823208"
"4642","11-02-2024","10-03-2024","au niveau de charmawar + non loin de la pharmacie Keliam sens aller au CHU cité SIR","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ZCOM MEDIA","5.387483","-3.92713"
"4643","11-02-2024","10-03-2024","100m après carrefour zoo ou ANCIEN PIED ZOO ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.378633","-4.006777"
"4644","11-02-2024","10-03-2024","voie principale de la riviera 2, près du maquis Flambeau et nouveau supermarché LEADER PRICE, sens retour église la tendresse","Victoire éléphants","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.34097","-3.974392"
"4645","11-02-2024","10-03-2024","Cocody boulevard , clôture de l'université Direction Cocody saint jean","Victoire éléphants","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.33787","-3.984916"
"4646","11-02-2024","10-03-2024","Faya, cité ARTCI , carrefour supermarché Bon Prix","Victoire éléphants","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.36333","-3.936839"
"4647","11-02-2024","10-03-2024","Angré petro ivoire feu église saint Ambroise direction station petro ivoire","Victoire éléphants","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.4072235","-3.9893093"
"4648","11-02-2024","10-03-2024","sur l axe du lycée americain face de droite en allant au rond point jacque prevert face de droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MEDIAWAYS","5.3498551","-3.950401"
"4649","11-02-2024","10-03-2024","Axe Michelle Yackice - hotêl belle côte face à Michelle Yakice","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3884073","-3.9693374"
"4650","11-02-2024","10-03-2024","Axe rond poind Ado - rond point de la Djibi au niveau de la Shish","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3780457","-3.9695886"
"4651","11-02-2024","10-03-2024","Sens aller Abidjan mall face au carrefour","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3638818","-3.9685526"
"4652","11-02-2024","10-03-2024","Voie rapide sortie Riviera 2 pour Plateau et 2 Pltx face riviera 2 ** F1","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.35393","-3.984021"
"4653","11-02-2024","10-03-2024","Voir rapide sortie Rivera 2 pour plateau et 2 plateaux face 2 plateaux","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.353938","-3.984028"
"4654","11-02-2024","10-03-2024","Axe carrefour de la Vie-carrefour de l'indenié avant pont du lycée technique face carref indénié  **","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.348161","-4.008139"
"4655","11-02-2024","10-03-2024","au niveau du feu du nouveau camp Akouedo","Victoire éléphants","Cocody","Grand Abidjan","12 M²","QUARTZ","5.3678048","-3.9449059"
"4656","11-02-2024","10-03-2024","Axe terminus 81, 82 - Carrefour Pétroivoire au niveau du magazin uno","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.404332","-3.989476"
"4657","11-02-2024","10-03-2024","Entree monument Akouedo sur la cote du camp Akouedo	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MIX MARKETING","5.35804","-3.943247"
"4658","11-02-2024","10-03-2024","Axe cocody Rond point CNPS - pharmacie ST bernard face de droite","Victoire éléphants","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.369836","-3.977203"
"4659","11-02-2024","10-03-2024","Devant le centre de gestion intégré face regardant Nouveau CHU ( sens fred et popée - Pont soro)","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ODYSEE","5.3939456","-3.9726407"
"4660","11-02-2024","10-03-2024","Cote de la Riviera 2 ( Sens riviera 2 - 9 kilo)	","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ODYSEE","5.354345","-3.974169"
"4661","11-02-2024","10-03-2024","Sur la côte de la cité Diaspora face regardant Fred et Popée ( sens Fred et popée - CHU d'Angré)","Victoire éléphants","Cocody","Grand Abidjan","12 M²","ODYSEE","5.398622","-3.966291"
"4662","11-02-2024","10-03-2024","Attoban- après résidence Manathan sens aller Eglise St Bernard","Victoire éléphants","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.36364","-3.9790433333333"
"4663","11-02-2024","10-03-2024","Avant le pont de la Y4 sur l axe CHU - Château","Victoire éléphants","Cocody","Grand Abidjan","12 M²","Génération régie","5.4174786","-3.9647129"
"4664","11-02-2024","10-03-2024","DORAVILLE SENS ATTOBAN","Victoire éléphants","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.359398","-3.978405"
"4665","11-02-2024","10-03-2024","Carrefour St JEAN côté centre commercial ","Victoire éléphants","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.336199","-4.003757"
"4666","11-02-2024","10-03-2024","Entrée ville par kong cité ADO","Victoire éléphants","Dabakala","Interieur","12 M²","EMERGENCE","8.36326","-4.427622"
"4667","11-02-2024","10-03-2024","Carrefour marché face hopital général","Victoire éléphants","Dabakala","Interieur","12 M²","EMERGENCE","8.367162","-4.432723"
"4668","11-02-2024","10-03-2024","Entrée ville par katiola collège anacardier face 1","Victoire éléphants","Dabakala","Interieur","12 M²","EMERGENCE","8.37153","-4.444664"
"4669","11-02-2024","10-03-2024","Carrefour direction de la construction F2 (face lycée) DREN","Victoire éléphants","Dabou","Grand Abidjan","12 M²","QUARTZ","5.324144","-4.371916"
"4670","11-02-2024","10-03-2024","Sortie par san pedro F1","Victoire éléphants","Dabou","Grand Abidjan","12 M²","QUARTZ","5.325633","-4.385215"
"4671","11-02-2024","10-03-2024","CRF n'gatty face centre ville","Victoire éléphants","Dabou","Grand Abidjan","12 M²","QUARTZ","5.322881","-4.360455"
"4672","11-02-2024","10-03-2024","AXE principal avant ancien corridor face pharmacie Abraham	","Victoire éléphants","Dabou","Grand Abidjan","12 M²","EMERGENCE","5.321973","-4.3809"
"4673","11-02-2024","10-03-2024","lycée antoine GAUZE (face Issia)","Victoire éléphants","Daloa","Interieur","12 M²","QUARTZ","6.87403","-6.444264"
"4674","11-02-2024","10-03-2024","rond point monument aux morts (face sgbci)","Victoire éléphants","Daloa","Interieur","12 M²","QUARTZ","6.884189","-6.450679"
"4675","11-02-2024","10-03-2024","Sortie par vavoua face centre ville ","Victoire éléphants","Daloa","Interieur","12 M²","QUARTZ","6.911742","-6.454094"
"4676","11-02-2024","10-03-2024","ROND POINT DE LA GARE","Victoire éléphants","Daloa","Interieur","12 M²","QUARTZ","6.888005","-6.448475"
"4677","11-02-2024","10-03-2024","Carrefour station total face BCEAO ","Victoire éléphants","Daloa","Interieur","12 M²","QUARTZ","6.884816","-6.458829"
"4678","11-02-2024","10-03-2024","Centre ville face entrée par abidjan","Victoire éléphants","Daoukro","Interieur","12 M²","EMERGENCE","7.058572","-3.960401"
"4679","11-02-2024","10-03-2024","Sortie ville, pour Bongouanou face au centre ville","Victoire éléphants","Daoukro","Interieur","12 M²","EMERGENCE","7.035686355641","-3.967504472683"
"4680","11-02-2024","10-03-2024","Angle face marché municipal","Victoire éléphants","Daoukro","Interieur","12 M²","EMERGENCE","7.0604","-3.962039"
"4681","11-02-2024","10-03-2024","Après gare routière sur la côte face au marché","Victoire éléphants","Daoukro","Interieur","12 M²","EMERGENCE","7.063358","-3.960069"
"4682","11-02-2024","10-03-2024","Centre ville sortie ville pour Abidjan face marché central","Victoire éléphants","Daoukro","Interieur","12 M²","EMERGENCE","7.0604","-3.962039"
"4683","11-02-2024","10-03-2024","Quartier commerce, clôture LONACI, rive opposée à la mairie (Face A)","Victoire éléphants","Dimbokro","Interieur","12 M²","MEDIAWAYS","6.64991","-4.70765"
"4684","11-02-2024","10-03-2024","Quartier commerce, clôture LONACI, rive opposée à la mairie (Face B)","Victoire éléphants","Dimbokro","Interieur","12 M²","MEDIAWAYS","6.64991","-4.70765"
"4685","11-02-2024","10-03-2024","Cité des profs f1 face gare SBTA","Victoire éléphants","Divo","Interieur","12 M²","QUARTZ","5.82647","-5.356478"
"4686","11-02-2024","10-03-2024","La poste F1 face cour d'appel","Victoire éléphants","Divo","Interieur","12 M²","QUARTZ","5.836561","-5.365206"
"4687","11-02-2024","10-03-2024","Route de guiglo au niveau du college toure mamadou face centre ville","Victoire éléphants","Duékoué","Interieur","12 M²","EMERGENCE","6.729155","-7.347125"
"4688","11-02-2024","10-03-2024","Entrée ville par daloa au niveau du rond point Guemon près du commissarait face daloa","Victoire éléphants","Duékoué","Interieur","12 M²","EMERGENCE","6.747516","-7.335486"
"4689","11-02-2024","10-03-2024","Route de Man au niveau de gare AVS et la mosquée face duékoué","Victoire éléphants","Duékoué","Interieur","12 M²","EMERGENCE","6.7549076","-7.3678001"
"4690","11-02-2024","10-03-2024","Sortie ville pour bouaké collège Charles Louanga","Victoire éléphants","FERKESSEDOUGOU","Interieur","12 M²","EMERGENCE","9.5729140220688","-5.2091479438219"
"4691","11-02-2024","10-03-2024","Entrée ville par ouangolo ancien corridor face ouangolo","Victoire éléphants","FERKESSEDOUGOU","Interieur","12 M²","EMERGENCE","9.6037127293631","-5.1907549648096"
"4692","11-02-2024","10-03-2024","Entrée ville par bouaké collège charles Louanga","Victoire éléphants","FERKESSEDOUGOU","Interieur","12 M²","EMERGENCE","9.5839662471542","-5.2023926135683"
"4693","11-02-2024","10-03-2024","Sortie par Sinfra (face Sinfra)","Victoire éléphants","Gagnoa","Interieur","12 M²","QUARTZ","6.1569818","-5.9427873"
"4694","11-02-2024","10-03-2024","Sortie par Soubré (face soubré)","Victoire éléphants","Gagnoa","Interieur","12 M²","QUARTZ","6.1118821","-5.9956519"
"4695","11-02-2024","10-03-2024","sortie par soubré face centre ville","Victoire éléphants","Gagnoa","Interieur","12 M²","QUARTZ","6.1118821","-5.9956519"
